Gender,Education,Heights,Spiders,Snakes,Fear_of_public_speaking,Ageing,Smoking,Alcohol,Healthy_eating,Daily_events,Prioritising_workload,Writing_notes,Workaholism,Thinking_ahead,Final_judgement,Reliability,Keeping_promises,Loss_of_interest,Friends_versus_money,Funniness,Fake,Criminal_damage,Decision_making,Elections,Self_criticism,Judgment_calls,Hypochondria,Empathy,Eating_to_survive,Giving,Compassion_to_animals,Borrowed_stuff,Loneliness,Cheating_in_school,Health,Changing_the_past,God,Dreams,Charity,Number_of_friends,Waiting,New_environment,Mood_swings,Appearence_and_gestures,Socializing,Achievements,Responding_to_a_serious_letter,Children,Assertiveness,Getting_angry,Knowing_the_right_people,Public_speaking,Unpopularity,Life_struggles,Happiness_in_life,Energy_levels,Small_big_dogs,Personality,Finding_lost_valuables,Getting_up,Interests_or_hobbies,Parents_advice,Questionnaires_or_polls
female,primary school,Afraid,Very Afraid,Neutral,Somewhat afraid,Very Afraid,never smoked,social drinker,3,1,2,3,2,2,1,4,5,3,4,2,5,1,2,3,2,4,1,5,2,1,5,4,5,2,1,4,3,2,2,1,3,2,5,4,1,4,3,4,4,4,2,1,3,5,2,3,4,4,2,2,1,2,2
male,secondary school,Somewhat afraid,Not afraid,Afraid,Afraid,Not afraid,tried smoking,drink a lot,2,4,1,1,1,4,3,2,3,2,4,5,3,4,2,1,4,4,2,4,3,3,3,4,4,4,3,4,2,3,2,3,2,4,3,4,1,4,5,3,5,4,4,4,3,2,3,3,5,3,4,5,2,3,2
male,college/bachelor degree,Afraid,Afraid,Afraid,Somewhat afraid,Somewhat afraid,former smoker,drink a lot,4,3,1,2,2,3,3,3,4,4,4,5,2,4,3,4,5,5,3,5,2,3,5,3,3,2,3,2,4,4,1,3,2,3,4,5,4,3,3,3,4,1,4,4,4,2,4,4,3,3,2,4,3,3,5
female,college/bachelor degree,Neutral,Very Afraid,Afraid,Very Afraid,Not afraid,tried smoking,social drinker,3,2,1,3,2,2,3,2,4,2,5,3,4,5,2,1,4,4,4,5,4,2,5,4,5,5,2,5,5,2,3,5,2,4,5,5,2,2,4,2,2,4,3,5,5,5,2,2,3,2,4,5,3,3,1
female,secondary school,Not afraid,Afraid,Afraid,Neutral,Somewhat afraid,never smoked,social drinker,3,1,4,5,4,3,3,4,5,3,5,3,1,3,3,5,3,4,1,5,2,2,3,4,3,3,3,3,5,3,3,3,2,3,5,4,3,3,1,4,3,4,4,5,5,4,3,3,1,3,3,4,4,3,3
female,secondary school,Somewhat afraid,Very Afraid,Very Afraid,Very Afraid,Neutral,former smoker,drink a lot,3,3,3,5,4,3,1,5,4,3,4,4,1,1,3,5,4,2,1,5,1,2,3,4,2,3,3,2,1,4,1,4,3,5,4,4,3,2,3,1,3,3,5,5,5,2,4,5,1,3,4,2,4,4,3
female,college/bachelor degree,Very Afraid,Very Afraid,Very Afraid,Afraid,Neutral,former smoker,social drinker,2,3,1,1,1,5,3,3,4,1,5,3,2,1,5,5,5,3,1,5,2,4,5,5,5,2,4,3,5,3,1,1,3,1,4,4,2,3,5,3,1,3,1,5,5,5,2,1,2,2,3,5,1,4,4
female,secondary school,Afraid,Neutral,Very Afraid,Afraid,Somewhat afraid,never smoked,never,2,3,1,3,1,5,3,4,4,1,5,2,4,1,5,2,4,4,5,5,3,3,5,5,4,3,5,3,4,3,1,1,4,3,3,4,1,2,4,4,4,2,2,3,5,5,3,3,3,3,3,3,2,4,2
male,college/bachelor degree,Not afraid,Somewhat afraid,Not afraid,Neutral,Somewhat afraid,never smoked,social drinker,3,4,3,3,5,4,2,4,4,3,3,2,2,1,4,4,3,3,2,3,1,2,5,5,3,2,3,2,1,4,2,2,2,2,3,2,4,3,4,2,3,2,2,4,3,3,5,3,3,3,4,2,3,3,5
female,secondary school,Somewhat afraid,Somewhat afraid,Afraid,Neutral,Not afraid,tried smoking,social drinker,3,2,4,5,2,5,4,4,4,5,3,2,2,5,3,1,5,5,2,5,2,1,4,5,2,4,4,3,5,3,2,2,4,4,4,4,2,4,4,5,2,4,4,3,3,4,5,5,4,3,2,5,1,4,5
male,college/bachelor degree,Not afraid,Not afraid,Afraid,Somewhat afraid,Not afraid,never smoked,drink a lot,2,5,2,1,5,5,1,5,4,5,3,5,4,1,1,5,5,5,1,3,1,1,1,2,2,1,2,2,1,3,1,1,4,5,1,2,4,3,3,3,5,1,3,1,3,1,4,2,3,4,1,1,1,2,5
male,secondary school,Somewhat afraid,Not afraid,Somewhat afraid,Neutral,Somewhat afraid,current smoker,social drinker,2,4,4,2,5,4,2,3,4,3,2,5,2,1,3,1,4,3,1,4,4,2,5,4,2,5,2,1,4,4,1,3,3,4,3,3,4,2,3,4,3,3,5,4,3,1,4,4,4,4,1,3,4,2,3
female,masters degree,Somewhat afraid,Somewhat afraid,Afraid,Somewhat afraid,Somewhat afraid,tried smoking,social drinker,3,4,4,4,5,2,5,4,5,1,5,4,2,3,3,5,5,4,1,4,2,4,5,5,2,5,3,2,5,4,2,3,3,3,3,2,2,3,4,4,4,4,3,2,3,4,4,4,4,3,4,3,3,3,4
female,secondary school,Not afraid,Not afraid,Not afraid,Afraid,Neutral,tried smoking,never,3,1,2,3,3,3,1,4,4,3,4,3,2,2,3,2,2,3,2,3,2,3,4,4,3,4,3,2,3,4,2,3,4,3,4,3,2,3,3,2,2,2,3,2,3,5,3,2,3,3,3,3,2,3,4
female,secondary school,Somewhat afraid,Afraid,Neutral,Neutral,Afraid,never smoked,social drinker,3,4,3,5,5,4,2,4,4,2,4,4,2,3,3,5,4,3,2,5,4,4,5,5,3,3,3,3,4,4,4,4,3,3,4,4,3,3,3,5,4,3,4,4,4,4,4,5,3,3,3,5,5,4,4
female,secondary school,Afraid,Not afraid,Afraid,Neutral,Afraid,tried smoking,social drinker,3,3,5,5,3,4,3,5,4,3,3,3,3,1,5,5,4,4,1,4,1,5,3,5,4,3,4,3,3,3,1,2,1,4,5,4,4,3,4,3,3,5,3,5,4,4,3,3,1,3,1,2,2,3,3
female,primary school,Somewhat afraid,Somewhat afraid,Somewhat afraid,Somewhat afraid,Afraid,tried smoking,social drinker,1,4,2,1,1,4,3,4,4,2,3,3,2,1,3,5,5,4,2,3,4,2,4,5,3,5,2,3,3,3,3,3,3,4,4,3,3,2,2,3,3,2,3,2,3,4,3,3,5,3,1,5,4,2,5
female,primary school,Neutral,Not afraid,Not afraid,Very Afraid,Very Afraid,never smoked,never,5,5,1,3,3,2,1,4,4,5,5,2,1,1,5,1,3,3,5,5,2,3,3,5,5,1,2,5,5,4,3,1,5,5,5,5,3,3,1,3,1,3,5,1,5,5,5,5,1,3,4,3,5,3,5
female,secondary school,Somewhat afraid,Somewhat afraid,Not afraid,Neutral,Neutral,never smoked,social drinker,3,2,3,4,1,2,5,4,3,3,5,2,2,1,3,5,4,5,2,5,1,2,5,5,2,3,3,2,5,3,2,4,3,3,4,4,3,3,3,4,3,4,4,4,4,5,4,4,3,4,4,5,3,3,3
male,primary school,Afraid,Somewhat afraid,Somewhat afraid,Somewhat afraid,Not afraid,former smoker,social drinker,3,4,1,1,1,4,3,2,4,2,2,5,3,1,3,1,2,5,1,5,4,1,5,5,3,5,4,3,3,2,1,4,4,5,3,5,3,4,2,4,5,2,4,4,4,1,4,4,1,4,1,3,1,2,4
female,primary school,Not afraid,Very Afraid,Neutral,Afraid,Neutral,tried smoking,never,2,4,4,2,5,4,1,4,5,1,2,5,4,5,4,1,4,5,3,4,3,1,5,4,5,5,2,1,4,4,1,1,3,4,4,4,3,3,4,4,3,2,3,5,4,4,2,3,4,3,2,4,2,2,5
female,college/bachelor degree,Afraid,Afraid,Afraid,Somewhat afraid,Somewhat afraid,tried smoking,social drinker,1,3,5,5,5,4,3,5,5,1,4,1,1,1,5,3,4,4,1,4,3,4,5,5,2,2,3,3,5,3,2,3,2,3,4,4,1,2,1,5,3,4,2,4,4,5,3,4,5,3,4,4,5,4,2
female,secondary school,Neutral,Very Afraid,Neutral,Very Afraid,Very Afraid,former smoker,social drinker,3,3,5,5,5,5,5,3,5,5,3,4,5,5,5,1,5,5,3,5,5,1,5,5,5,4,3,5,1,3,1,3,1,3,5,3,1,3,1,3,3,5,4,5,5,5,1,1,5,1,1,5,1,1,1
male,secondary school,Very Afraid,Very Afraid,Somewhat afraid,Not afraid,Neutral,current smoker,drink a lot,3,2,1,1,1,5,3,3,4,2,5,4,1,1,5,4,4,4,1,5,2,2,5,5,3,5,3,4,3,4,2,3,1,3,3,2,2,4,5,3,2,5,3,5,4,2,3,2,2,3,2,4,2,3,4
male,secondary school,Afraid,Very Afraid,Neutral,Somewhat afraid,Not afraid,never smoked,never,3,3,2,1,3,4,5,4,5,1,5,4,2,1,3,5,3,4,1,3,1,2,5,5,4,4,3,3,5,3,2,3,3,3,3,4,3,3,5,3,3,3,2,5,5,5,4,4,4,3,5,5,4,4,2
female,college/bachelor degree,Afraid,Neutral,Very Afraid,Somewhat afraid,Afraid,tried smoking,social drinker,3,3,2,5,2,4,4,4,4,5,5,4,3,4,4,4,5,5,1,4,2,1,3,5,4,2,4,2,5,4,3,3,2,5,5,5,4,5,5,4,3,4,4,2,2,4,3,4,3,3,3,5,5,4,5
female,primary school,Very Afraid,Not afraid,Neutral,Not afraid,Very Afraid,current smoker,social drinker,3,1,5,3,5,5,2,5,5,5,3,3,2,1,1,5,4,5,1,3,2,1,5,2,3,2,1,1,3,3,1,3,2,1,5,3,3,4,5,3,5,3,5,3,5,3,3,3,3,4,1,4,5,3,2
male,secondary school,Somewhat afraid,Somewhat afraid,Somewhat afraid,Afraid,Neutral,never smoked,social drinker,3,3,4,4,5,4,3,5,5,3,4,2,3,3,3,5,4,2,2,3,3,2,4,5,4,2,4,1,2,4,3,1,1,1,2,2,1,4,5,3,2,2,3,5,4,1,4,3,2,3,4,3,3,4,3
male,secondary school,Neutral,Somewhat afraid,Neutral,Neutral,Somewhat afraid,never smoked,social drinker,3,2,3,2,4,4,5,4,4,2,4,3,2,4,3,5,4,4,2,4,5,3,3,5,2,3,4,3,5,3,2,3,4,4,2,3,3,2,2,3,3,2,3,5,3,2,4,2,2,4,4,2,2,4,3
female,secondary school,Not afraid,Very Afraid,Somewhat afraid,Neutral,Neutral,tried smoking,never,4,5,2,1,2,3,2,5,5,3,3,4,2,2,5,5,5,4,3,4,1,5,4,4,2,1,3,1,1,4,2,3,2,3,3,4,1,2,4,2,4,2,3,5,3,2,4,4,3,3,5,1,3,3,3
male,secondary school,Afraid,Neutral,Neutral,Afraid,Somewhat afraid,tried smoking,never,1,5,1,4,4,4,1,5,4,3,3,4,3,1,3,5,5,4,1,4,3,2,4,5,3,5,4,3,2,4,1,3,1,4,4,4,2,4,4,2,2,2,3,5,4,3,3,4,4,4,1,1,3,3,2
male,college/bachelor degree,Neutral,Somewhat afraid,Neutral,Not afraid,Very Afraid,tried smoking,drink a lot,3,5,1,5,4,5,5,3,5,1,5,5,1,5,2,5,4,5,1,5,1,5,5,3,5,5,5,5,5,3,3,5,5,5,5,5,5,2,3,5,5,5,3,1,5,5,5,5,2,4,2,5,5,4,2
male,college/bachelor degree,Somewhat afraid,Very Afraid,Neutral,Neutral,Neutral,former smoker,drink a lot,3,4,4,4,3,5,1,5,5,2,3,3,1,2,3,1,4,4,2,1,2,1,5,4,2,5,4,1,1,3,2,3,4,5,2,3,2,4,5,1,5,4,5,3,5,2,5,4,4,2,3,2,5,3,3
female,secondary school,Not afraid,Somewhat afraid,Not afraid,Neutral,Neutral,tried smoking,social drinker,3,4,5,5,5,5,1,5,5,5,1,1,5,5,1,3,5,5,5,5,5,5,5,5,5,2,1,5,1,2,5,1,4,1,5,2,5,1,4,4,4,1,5,5,3,3,2,1,5,3,1,5,4,5,5
male,doctorate degree,Very Afraid,Not afraid,Not afraid,Somewhat afraid,Not afraid,never smoked,drink a lot,3,5,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,1,2,1,5,2,3,2,5,3,5,3,4,3,2,3,3,4,4,5,3,2,2,5,3,1,2,3,1,3,3,5,4,3,3
male,masters degree,Not afraid,Somewhat afraid,Somewhat afraid,Somewhat afraid,Somewhat afraid,former smoker,social drinker,2,4,2,1,1,4,5,3,3,3,3,3,4,2,3,5,5,3,1,4,2,1,2,4,2,5,3,3,5,4,1,5,2,3,3,3,4,3,4,5,3,2,4,2,4,2,4,3,1,4,2,4,3,4,5
female,currently a primary school pupil,Not afraid,Very Afraid,Somewhat afraid,Afraid,Neutral,tried smoking,never,3,4,4,4,2,3,3,4,4,5,4,3,2,4,5,1,4,4,1,3,2,3,5,4,5,5,4,3,4,3,2,2,1,5,5,3,3,3,5,3,3,5,3,5,5,4,3,5,3,3,3,5,5,3,2
male,secondary school,Somewhat afraid,Not afraid,Not afraid,Somewhat afraid,Not afraid,tried smoking,social drinker,1,4,1,1,1,1,3,3,5,1,5,5,1,1,2,5,4,4,1,4,1,3,2,3,3,4,1,5,1,3,4,3,5,3,2,4,3,3,3,5,3,1,1,2,5,1,2,3,3,3,3,5,5,2,3
female,secondary school,Not afraid,Afraid,Not afraid,Neutral,Very Afraid,current smoker,social drinker,4,2,2,4,3,3,2,3,4,3,2,2,5,4,3,1,5,5,4,4,2,2,5,4,5,5,5,3,2,2,3,3,2,4,4,3,2,3,4,2,2,5,5,3,2,3,2,2,5,3,1,2,2,3,3
male,secondary school,Afraid,Afraid,Neutral,Afraid,Somewhat afraid,current smoker,social drinker,4,2,3,1,2,5,5,2,3,5,1,2,4,5,3,1,5,5,1,5,2,2,4,4,4,5,4,3,5,4,1,1,3,3,5,5,3,3,3,2,3,5,2,3,3,1,2,2,4,3,1,1,2,4,3
female,college/bachelor degree,Afraid,Afraid,Afraid,Afraid,Afraid,tried smoking,social drinker,3,5,5,5,5,4,4,4,4,4,3,4,2,1,3,5,5,4,3,4,2,3,3,4,1,2,4,2,5,3,3,4,3,5,2,4,5,2,1,4,4,2,5,4,4,2,4,3,5,3,1,5,3,5,1
female,secondary school,Somewhat afraid,Afraid,Not afraid,Not afraid,Neutral,former smoker,drink a lot,4,3,5,3,5,4,2,4,4,4,3,4,2,5,4,4,4,2,3,3,1,2,2,3,3,2,3,2,3,3,1,3,2,3,5,3,3,4,3,2,4,4,4,4,5,2,4,3,5,3,3,1,4,4,4
female,secondary school,Not afraid,Not afraid,Not afraid,Not afraid,Somewhat afraid,tried smoking,social drinker,1,5,1,1,1,5,1,5,5,3,2,5,3,1,1,5,5,5,1,3,1,1,5,5,5,5,1,5,1,5,4,3,4,5,5,5,3,4,4,5,5,5,5,5,5,2,2,1,3,3,5,5,1,3,2
female,secondary school,Not afraid,Very Afraid,Neutral,Neutral,Not afraid,current smoker,social drinker,3,1,3,5,3,4,1,2,4,5,3,3,4,5,2,5,2,5,3,3,4,3,4,5,4,5,3,3,1,3,1,3,3,4,4,3,2,1,1,2,4,3,2,2,3,3,2,3,2,3,2,4,4,3,5
male,secondary school,Not afraid,Not afraid,Not afraid,Not afraid,Neutral,tried smoking,social drinker,2,5,1,1,1,5,1,5,5,3,2,5,2,1,1,5,5,5,1,2,1,1,5,5,4,5,1,5,1,5,5,3,5,5,5,5,3,4,5,5,5,5,5,5,5,2,2,1,3,3,5,5,1,3,2
male,secondary school,Somewhat afraid,Not afraid,Not afraid,Very Afraid,Afraid,tried smoking,social drinker,4,5,5,3,5,5,1,5,5,1,3,4,1,5,4,4,5,3,1,4,2,2,3,5,5,5,5,3,3,3,3,1,3,3,3,4,2,4,2,3,1,4,3,5,3,4,3,2,3,3,3,3,2,4,3
male,secondary school,Neutral,Somewhat afraid,Afraid,Afraid,Somewhat afraid,never smoked,social drinker,3,5,2,2,5,5,1,5,4,1,3,5,1,1,5,1,5,4,1,4,2,4,5,5,4,4,3,4,2,3,1,2,3,4,4,3,2,4,1,5,4,2,4,4,4,2,3,4,4,4,2,2,5,4,3
female,primary school,Not afraid,Neutral,Very Afraid,Neutral,Afraid,never smoked,never,1,3,1,5,1,2,1,1,5,5,3,5,3,1,5,1,5,5,3,1,1,1,4,5,3,5,5,4,1,4,1,1,3,5,5,3,3,3,3,1,5,5,3,4,3,3,3,3,5,2,3,5,5,3,5
female,masters degree,Afraid,Somewhat afraid,Not afraid,Neutral,Very Afraid,tried smoking,social drinker,2,2,2,2,2,3,1,3,3,1,3,3,3,1,3,1,4,2,1,3,3,3,4,4,3,3,3,2,2,3,1,3,2,3,3,4,3,3,5,2,2,2,3,4,4,4,3,2,3,3,3,3,3,3,3
male,secondary school,Somewhat afraid,Very Afraid,Not afraid,Somewhat afraid,Neutral,tried smoking,never,3,2,2,2,3,5,2,5,4,2,3,2,3,4,3,4,4,5,3,5,3,2,2,5,2,2,5,1,3,3,3,1,5,5,1,5,1,1,2,5,5,2,4,5,4,4,3,5,3,4,3,4,5,3,4
female,secondary school,Not afraid,Very Afraid,Afraid,Neutral,Not afraid,tried smoking,social drinker,3,2,2,5,5,3,3,3,4,4,3,2,2,2,4,5,3,4,2,4,1,3,5,5,2,3,3,2,5,4,1,3,3,4,3,4,2,3,1,5,5,2,3,5,5,2,4,4,3,3,2,4,3,4,3
female,college/bachelor degree,Neutral,Somewhat afraid,Very Afraid,Neutral,Afraid,former smoker,drink a lot,4,2,1,3,3,2,1,4,2,3,1,5,5,1,2,1,4,3,2,2,2,1,5,3,5,2,3,4,1,2,1,2,2,3,3,3,2,2,4,1,1,2,2,3,4,4,2,1,3,2,2,5,2,3,4
female,secondary school,Not afraid,Neutral,Very Afraid,Somewhat afraid,Neutral,never smoked,never,3,2,3,4,2,2,1,5,5,1,3,3,1,1,2,5,3,4,1,5,2,5,5,5,2,2,4,3,5,2,1,5,4,4,3,3,3,3,4,5,3,3,2,4,5,5,4,5,1,3,5,5,3,3,2
female,college/bachelor degree,Not afraid,Not afraid,Not afraid,Neutral,Not afraid,never smoked,social drinker,1,4,3,3,3,4,1,4,4,1,2,4,5,5,4,4,5,2,1,5,4,1,4,5,5,2,1,5,2,1,1,1,1,1,5,2,1,1,2,1,5,5,4,4,5,5,1,1,5,1,2,4,1,3,3
female,primary school,Somewhat afraid,Neutral,Neutral,Very Afraid,Somewhat afraid,never smoked,social drinker,3,2,2,3,4,3,2,4,4,3,4,2,2,4,4,2,4,4,1,4,2,2,3,1,4,5,3,3,3,4,2,2,3,2,3,2,1,3,4,3,2,3,3,5,4,3,3,4,4,3,2,3,4,3,4
female,primary school,Somewhat afraid,Very Afraid,Not afraid,Neutral,Neutral,never smoked,social drinker,4,3,3,3,3,5,1,3,4,3,3,4,2,2,5,3,4,4,4,4,1,2,3,4,4,4,5,3,1,3,1,3,3,4,4,4,3,3,4,3,2,3,4,4,2,4,3,3,4,3,3,4,4,4,4
female,secondary school,Not afraid,Very Afraid,Not afraid,Neutral,Afraid,current smoker,social drinker,3,3,2,1,2,3,3,2,3,4,3,3,1,5,2,1,4,4,1,4,4,4,5,4,5,5,3,5,2,3,3,4,2,3,5,4,4,3,3,5,5,5,4,4,4,4,3,2,3,3,3,5,4,3,2
male,masters degree,Somewhat afraid,Not afraid,Somewhat afraid,Neutral,Neutral,tried smoking,never,3,3,3,5,4,4,3,4,4,2,4,4,2,1,3,4,3,3,2,3,1,4,4,4,3,2,4,3,3,3,2,3,2,2,3,4,2,3,3,4,3,3,2,3,3,1,3,3,2,3,3,3,3,3,2
male,secondary school,Somewhat afraid,Neutral,Neutral,Not afraid,Somewhat afraid,current smoker,drink a lot,3,3,3,2,4,3,2,4,5,4,3,3,3,1,3,4,5,4,1,5,2,3,5,5,3,5,3,3,3,4,1,5,3,3,2,4,3,3,3,3,4,2,5,2,3,3,4,4,4,3,4,5,5,4,2
male,secondary school,Afraid,Very Afraid,Very Afraid,Neutral,Neutral,current smoker,never,2,3,2,1,2,4,1,2,5,1,2,4,2,3,3,3,4,4,3,4,1,4,4,4,3,5,3,4,2,3,2,4,2,3,4,4,3,3,3,3,3,4,5,3,3,3,5,3,2,4,2,4,3,3,2
female,secondary school,Somewhat afraid,Afraid,Very Afraid,Neutral,Somewhat afraid,tried smoking,social drinker,3,4,4,2,3,3,3,4,4,2,4,3,1,3,2,1,3,4,1,5,2,3,4,5,2,5,4,2,1,3,2,5,3,3,4,4,4,3,1,4,4,3,4,4,4,5,4,4,3,4,5,4,5,3,3
male,secondary school,Very Afraid,Very Afraid,Very Afraid,Afraid,Neutral,current smoker,drink a lot,3,3,1,1,3,1,1,4,4,5,5,5,2,5,1,5,1,4,1,4,3,1,2,3,1,5,1,2,1,3,1,5,3,4,5,4,4,2,3,4,5,5,3,1,2,1,4,5,5,4,1,1,4,2,2
male,secondary school,Neutral,Not afraid,Somewhat afraid,Afraid,Not afraid,tried smoking,social drinker,2,2,2,2,3,4,5,3,4,2,1,2,4,5,5,5,5,4,1,5,2,1,3,3,5,2,2,5,2,3,2,1,2,2,2,2,1,2,5,3,1,3,2,4,3,3,2,1,1,3,2,5,1,2,3
female,college/bachelor degree,Afraid,Somewhat afraid,Somewhat afraid,Very Afraid,Afraid,current smoker,social drinker,3,2,3,4,2,2,2,4,4,3,2,3,2,3,3,1,3,4,1,5,4,3,1,5,3,5,2,3,4,3,2,3,2,3,3,3,3,3,3,5,2,2,3,5,3,5,4,4,3,3,2,3,3,3,2
female,college/bachelor degree,Not afraid,Afraid,Neutral,Afraid,Somewhat afraid,never smoked,drink a lot,3,2,2,5,2,5,1,4,4,3,2,2,1,1,5,3,5,4,3,1,5,1,4,5,3,3,3,1,1,3,1,3,4,2,4,3,2,3,4,2,3,4,2,5,1,3,4,2,2,3,3,5,2,3,2
female,secondary school,Very Afraid,Not afraid,Not afraid,Afraid,Not afraid,never smoked,social drinker,4,2,2,5,3,4,5,5,5,3,5,1,1,1,4,4,5,4,4,5,1,1,4,5,3,3,3,2,4,3,4,3,2,2,3,2,2,3,1,4,2,2,1,5,3,4,4,2,2,3,4,4,5,4,5
male,college/bachelor degree,Somewhat afraid,Neutral,Neutral,Not afraid,Somewhat afraid,tried smoking,drink a lot,3,5,5,3,3,3,5,5,5,4,5,3,2,5,3,5,3,4,3,5,3,1,5,5,3,2,3,3,3,3,4,4,3,3,3,3,4,2,3,2,5,3,3,1,4,2,3,5,3,3,3,3,3,2,3
female,college/bachelor degree,Somewhat afraid,Very Afraid,Neutral,Neutral,Not afraid,tried smoking,social drinker,3,5,5,5,4,3,3,4,3,1,3,3,2,3,2,1,5,2,1,5,2,5,5,5,4,2,4,5,1,3,3,2,2,3,3,4,2,3,4,5,2,4,4,2,3,5,3,4,1,3,4,1,4,4,2
female,secondary school,Somewhat afraid,Very Afraid,Afraid,Somewhat afraid,Afraid,current smoker,social drinker,3,3,1,4,3,3,2,4,4,1,5,5,2,1,3,5,4,5,5,5,1,3,5,4,3,5,3,2,3,4,1,5,2,3,3,5,4,3,3,3,2,3,4,3,3,3,4,3,3,4,4,4,4,3,4
female,secondary school,Very Afraid,Very Afraid,Very Afraid,Not afraid,Very Afraid,tried smoking,social drinker,5,5,3,5,3,3,5,5,5,3,5,5,1,5,3,5,5,5,3,5,1,2,1,2,3,3,3,5,4,1,1,5,2,4,3,5,4,4,4,3,5,5,5,2,1,3,4,4,2,4,3,4,4,4,1
male,secondary school,Somewhat afraid,Afraid,Afraid,Neutral,Not afraid,tried smoking,drink a lot,4,2,3,2,3,5,1,5,5,5,5,5,2,1,3,5,5,5,1,1,1,1,2,5,2,1,1,3,3,3,3,5,5,5,2,5,5,4,1,3,5,1,4,3,1,1,3,2,2,4,3,4,5,3,3
female,secondary school,Somewhat afraid,Neutral,Afraid,Neutral,Not afraid,never smoked,social drinker,3,3,4,5,5,5,5,5,5,3,5,3,2,1,4,5,5,5,1,5,3,1,5,5,4,1,3,2,5,3,2,3,4,2,3,4,2,2,3,3,5,2,4,5,3,1,4,3,2,3,3,1,2,4,3
female,primary school,Neutral,Very Afraid,Afraid,Neutral,Neutral,tried smoking,social drinker,3,4,4,3,2,4,3,3,3,2,4,4,2,2,3,1,4,5,2,3,2,2,4,4,4,4,3,2,5,3,3,3,3,3,3,3,2,3,3,5,3,4,3,4,3,5,3,3,3,3,4,4,3,3,4
female,secondary school,Neutral,Afraid,Not afraid,Not afraid,Neutral,current smoker,drink a lot,3,2,3,3,4,3,1,3,3,1,3,2,2,4,3,3,2,5,1,4,2,1,4,4,3,2,3,3,1,4,1,4,2,4,4,4,3,3,4,3,2,3,4,2,3,4,3,4,3,4,1,2,3,3,3
female,primary school,Afraid,Very Afraid,Neutral,Not afraid,Neutral,never smoked,social drinker,3,2,5,5,4,3,3,3,4,3,4,4,2,1,3,3,5,5,2,5,5,3,5,5,3,1,3,4,5,3,1,3,2,3,4,3,2,2,4,3,3,2,4,4,3,4,4,4,3,3,2,2,2,1,5
male,primary school,Neutral,Not afraid,Not afraid,Somewhat afraid,Afraid,tried smoking,social drinker,4,5,3,1,3,1,2,4,4,2,3,4,2,5,3,4,1,4,1,2,4,1,4,5,4,5,4,2,5,4,1,2,2,4,2,4,5,4,4,2,2,1,5,4,5,1,4,5,5,3,1,5,2,4,2
male,secondary school,Somewhat afraid,Somewhat afraid,Neutral,Neutral,Not afraid,tried smoking,drink a lot,4,2,2,2,1,2,2,3,5,2,4,4,2,5,4,4,2,4,1,4,2,3,5,5,2,5,3,1,2,3,1,4,2,4,3,3,4,3,4,3,3,2,4,5,3,1,5,4,3,4,3,4,5,4,3
male,masters degree,Not afraid,Somewhat afraid,Somewhat afraid,Neutral,Not afraid,current smoker,drink a lot,3,3,4,3,5,4,1,5,3,5,5,5,1,3,1,5,1,5,1,5,4,5,5,5,2,5,2,1,1,3,2,5,5,5,2,3,4,3,1,5,5,2,3,5,5,1,5,3,4,3,2,2,4,2,3
female,secondary school,Somewhat afraid,Somewhat afraid,Afraid,Very Afraid,Neutral,never smoked,social drinker,2,4,1,4,2,5,3,4,4,1,3,2,2,5,5,4,5,3,1,4,2,1,4,4,5,4,4,2,1,4,1,1,2,1,5,4,3,4,5,2,3,4,4,5,5,5,4,1,1,3,2,4,1,4,3
female,secondary school,Neutral,Not afraid,Neutral,Somewhat afraid,Very Afraid,tried smoking,social drinker,1,3,2,3,5,5,3,3,5,3,5,4,2,5,5,2,4,5,1,4,3,5,5,5,2,5,4,2,5,2,3,5,1,3,3,5,3,3,4,4,5,3,4,4,5,3,3,3,3,3,3,5,5,2,2
male,secondary school,Not afraid,Not afraid,Neutral,Neutral,Somewhat afraid,tried smoking,social drinker,1,2,1,5,2,2,1,3,5,3,4,5,2,5,5,5,5,4,3,3,3,3,5,5,4,5,3,5,3,3,2,2,2,3,4,4,2,2,3,2,4,4,4,4,5,3,3,3,2,3,1,5,3,2,3
male,secondary school,Somewhat afraid,Afraid,Afraid,Somewhat afraid,Not afraid,tried smoking,social drinker,3,3,3,4,4,2,3,3,2,4,4,4,2,1,4,5,5,4,1,3,2,3,4,4,3,5,3,3,3,4,3,3,2,3,2,3,3,2,5,3,3,2,2,4,4,1,4,4,2,3,3,4,3,3,3
female,secondary school,Somewhat afraid,Not afraid,Not afraid,Neutral,Neutral,former smoker,social drinker,3,2,1,1,1,2,4,3,4,1,5,3,2,1,5,3,4,5,1,4,3,2,3,2,1,2,3,3,4,3,1,2,3,3,3,3,3,3,4,3,5,2,1,5,5,2,4,3,3,3,5,4,2,2,3
female,secondary school,Afraid,Not afraid,Somewhat afraid,Neutral,Neutral,tried smoking,social drinker,4,3,3,4,3,3,3,4,4,3,4,3,2,1,5,5,5,5,1,5,2,2,3,3,3,3,3,3,4,3,2,3,3,3,3,3,4,2,3,4,3,3,2,3,4,2,2,3,3,3,3,2,4,4,3
